Key,Source,Context,Max Line Width,English,Francais,German
survivorRecipies15,items,Item,,"Без клея (Glue) тебе будет крайне проблематично создать мебель, вот как получить \n его из подручных материалов: берешь речную воду (bottledRiverWater), \n костный порошок (Bone_Powder), животный жир (animalFat) и миску (bowl), \n кладешь это в кастрюлю и на огонь.",,
survivorRecipies16,items,Item,,"Масло (oil) пригодиться во многих случаях, но как его получить? Вот рецепт: \n жир (tallow), биотопливо (bioFuel) и вода (bottledWater) на огонь в мензурке (Beaker) \n и готово!",,
survivorRecipies17,items,Item,,"Дрожжи (Yeast) можно получить следующим образом: виноград (grape) \n кладешь в кастрюлю, а ее на огонь.",,





Key,Source,Context,Max Line Width,English,Francais,German
adobeGroupDesc,blocks,Block,,In desert regions adobe is easy to make and it requires no special tools.,,
adobePeachBlock,blocks,Block,,Adobe Peach Block,,
adobePeachCNRFull,blocks,Block,,Adobe Peach Full Corner,,
adobePeachCNRInside,blocks,Block,,Adobe Peach Inside Corner,,
adobePeachCNRRamp,blocks,Block,,Adobe Peach Ramp Corner,,
adobePeachPillar100,blocks,Block,,Adobe Peach Pillar 100,,
adobePeachPillar50,blocks,Block,,Adobe Peach Pillar 50,,
adobePeachPlate,blocks,Block,,Adobe Peach Plate,,
adobePeachPole,blocks,Block,,Adobe Peach Pole,,
adobePeachRamp,blocks,Block,,Adobe Peach Ramp,,
adobePeachWedge,blocks,Block,,Adobe Peach Wedge,,
adobePeachWedgeTip,blocks,Block,,Adobe Peach Wedge Tip,,
adobeWhiteBlock,blocks,Block,,Adobe White Block,,
adobeWhiteCNRFull,blocks,Block,,Adobe White Full Corner,,
adobeWhiteCNRInside,blocks,Block,,Adobe White Inside Corner,,
adobeWhiteCNRRamp,blocks,Block,,Adobe White Ramp Corner,,
adobeWhitePillar100,blocks,Block,,Adobe White Pillar 100,,
adobeWhitePillar50,blocks,Block,,Adobe White Pillar 50,,
adobeWhitePlate,blocks,Block,,Adobe White Plate,,
adobeWhitePole,blocks,Block,,Adobe White Pole,,
adobeWhiteRamp,blocks,Block,,Adobe White Ramp,,
adobeWhiteWedge,blocks,Block,,Adobe White Wedge,,
adobeWhiteWedgeTip,blocks,Block,,Adobe White Wedge Tip,,
alphabetLetterSignGroupDesc,blocks,Block,,Create your own billboards with these single letter signs.,,
awningRedBlock,blocks,Block,,Awning Red,,
awningRedRamp,blocks,Block,,Awning Red Ramp,,
awningTanBlock,blocks,Block,,Awning Tan Block,,
awningTanRamp,blocks,Block,,Awning Tan Ramp,,
barbedFence,blocks,Block,,Barbed Wire Fence,,
barbedFenceDesc,blocks,Block,,"Barbed wire fences made from wood and forged iron can slow down enemies, making them easier to deal with. Place them by using the secondary action.",,
barnWoodBlock,blocks,Block,,Barnwood,,
bed01,blocks,Block,,An Old Bed,,
bedGroupDesc,blocks,Block,,Placing it on the ground will let you spawn there when you die and then show the spot on your map.,,
bed01Frame,blocks,Block,,Iron Bed Frame,,
bed02,blocks,Block,,King Size Bed,,
bedroll,blocks,Block,,Bedroll,,
bedRoll01_1,blocks,Block,,Bedroll,,
boardedWindowsSheet4,blocks,Block,,Window Boards,,
brickBlock,blocks,Block,,Bricks,,
brickDecayedBlock,blocks,Block,,Decayed Brick,,
brickGroupDesc,blocks,Block,,Brick walls offer decent protection and can be upgraded to concrete later.,,
brickPaversBlock,blocks,Block,,Brick Pavers,,
brickPaversStairs25,blocks,Block,,Brick Pavers Stairs,,
brickRamp,blocks,Block,,Brick Ramp,,
brickCNRFull,blocks,Block,,Brick Full Corner,,
brickCNRInside,blocks,Block,,Brick Inside Corner,,
brickCNRRamp,blocks,Block,,Brick Ramp Corner,,
brickPlate,blocks,Block,,Brick Plate,,
brownGrassDiagonal,blocks,Block,,Grass,,
burningBarrel,blocks,Block,,Burning Barrel,,
cabinFlagstoneRamp,blocks,Block,,Flagstone Cabin Ramp,,
camoNetBlock,blocks,Block,,Camo Netting Block,,
camoNetCNRFull,blocks,Block,,Camo Netting Corner,,
camoNetRamp,blocks,Block,,Camo Netting Ramp,,
camoNetSheet,blocks,Block,,Camo Netting,,
candleWall,blocks,Block,,Candle,,
candleTable,blocks,Block,,Candle,,
chair01,blocks,Block,,Old Chair,,
clayRoofGroupDesc,blocks,Block,,A clay roof will protect you from the rain or snow.,,
clayRoofBlock,blocks,Block,,Clay Roof Block,,
clayRoofRamp,blocks,Block,,Clay Roof Ramp,,
clayRoofCNRFull,blocks,Block,,Clay Roof Full Corner,,
clayRoofCNRInside,blocks,Block,,Clay Roof Inside Corner,,
coalOre,blocks,Block,,Coal Ore,,
cobblestoneStairs25,blocks,Block,,Cobblestone Stairs,,
cobblestoneStairs25Desc,blocks,Block,,Can be upgraded to concrete.,,
cobweb,blocks,Block,,Cobweb,,
cobwebDesc,blocks,Block,,A cobweb made by a spider. If this was Marvel it might mean something.,,
commercialDoor1_v1,blocks,Block,,Commercial Door 1,,
commercialDoor2_v1,blocks,Block,,Commercial Door 2,,
commercialDoor3_v1,blocks,Block,,Commercial Door 3,,
commercialDoor4_v1,blocks,Block,,Commercial Door 4,,
concreteBlock,blocks,Block,,Concrete Block,,
concreteCNRFull,blocks,Block,,Concrete Full Corner,,
concreteCNRInside,blocks,Block,,Concrete Inside Corner,,
concreteCNRRamp,blocks,Block,,Concrete Ramp Corner,,
concreteCTRPlate,blocks,Block,,Concrete Plate Centered,,
concreteEighth,blocks,Block,,1/8 Concrete Block,,
concreteGroupDesc,blocks,Block,,"Concrete provides good protection and is a very flexible building material, allowing you to craft many shapes as you go. Can be upgraded.",,
concreteHalf,blocks,Block,,1/2 Concrete Block,,
concretePillar100,blocks,Block,,Concrete Pillar 100,,
concretePillar50,blocks,Block,,Concrete Pillar 50,,
concretePlate,blocks,Block,,Concrete Plate,,
concretePole,blocks,Block,,Concrete Pole,,
concretePyramid,blocks,Block,,Concrete Pyramid,,
concreteQuarter,blocks,Block,,1/4 Concrete Block,,
concreteRamp,blocks,Block,,Concrete Ramp,,
concreteStairs25,blocks,Block,,Concrete Stairs,,
concreteTrim2Block,blocks,Block,,Concrete Trim 2 Block,,
concreteWedge,blocks,Block,,Concrete Wedge,,
concreteWedgeTip,blocks,Block,,Concrete Wedge Tip,,
cookingPot,blocks,Block,,Cooking Pot,,
cookingPotDesc,blocks,Block,,"A cooking utensil used in the campfire or oven to unlock recipes.",,
desertGround,blocks,Block Terrain,,Desert Ground,,
desertGroundDesc,blocks,Block Terrain,,Replace missing pieces of terrain in the proper shade of sand.,,
endTable,blocks,Block,,End Table,,
endTableLamp,blocks,Block,,End Table Lamp,,
faucet02,blocks,Block,,Household Faucet,,
faucet04,blocks,Block,,Household Faucet,,
faucetBrass02,blocks,Block,,Brass Faucet,,
faucetBrass04,blocks,Block,,Brass Faucet,,
fencesGroupDesc,blocks,Block,,Fences and railings can keep the neighbors out. Unless they have turned into zombies. Still useful for not falling from high places.,,
flagstoneBlock,blocks,Block,,Flagstone Block,,
flagstoneStairs25,blocks,Block,,Flagstone Stairs,,
flagstoneGroupDesc,blocks,Block,,Flagstone is not very sturdy but easy to craft early on.,,
furnitureGroupDesc,blocks,Block,,Furniture can make your place look pretty but it usually has little defensive value.,,
garageDoor1Centered,blocks,Block,,Garage Door (Centered),,
genericBlockDesc,blocks,Block,,A world decoration block,,
glassGroupDesc,blocks,Block,,Glass is a wonderful invention that lets light in while keeping the cold wind out.,,
glassBusinessBlock,blocks,Block,,Business Glass Block,,
glassBusinessCTRSheet,blocks,Block,,Business Glass Centered,,
glassBusinessSheet,blocks,Block,,Business Glass Pane,,
glassCTRSheet,blocks,Block,,Glass Pane,,
glassIndustrial02CTRPlate,blocks,Block,,Industrial Glass 2 Centered,,
glassIndustrialCTRPlate,blocks,Block,,Industrial Glass Centered,,
glassShowerBlock,blocks,Block,,Shower Glass Block,,
graveStone1,blocks,Block,,Tomb Stone,,
hayBaleBlock,blocks,Block,,Hay Bale,,
hayBaleBlockDesc,blocks,Block,,Hay bales let you land safely and without breaking any important bones in your body.,,
houseFrontDoor1_v1,blocks,Block,,House Front Door 1,,
houseFrontDoor2_v1,blocks,Block,,House Front Door 2,,
ironBars,blocks,Block,,Iron Bars,,
ironBarsDesc,blocks,Block,,You can see and shoot through iron bars and they offer decent protection.,,
ironDoor1_v1,blocks,Block,,Hard Metal Door,,
ironDoor1_v1Desc,blocks,Block,,Press & hold [activate] to lock it or set a combination. Upgrade & repair with forged iron and a construction tool using the secondary action.,,
ironOre,blocks,Block,,Iron Ore,,
rustyIronTable,blocks,Block,,Iron Table,,
keySteel,blocks,Block,,Steel Land Claim Block,,
keySteelDesc,blocks,Block,,A land claim block can be placed to give the area around it extra protection from other players in PVP.,,
keyMetal,blocks,Block,,Metal Land Claim Block,,
keyMetalDesc,blocks,Block,,"A stone land claim block can be placed to give the area around it extra protection from other players in PVP. Can be upgrade by 100 steel ingots.",,
keystoneBlock,blocks,Block,,Land Claim Block,,
keystoneBlockDesc,blocks,Block,,"A stone land claim block can be placed to give the area around it extra protection from other players in PVP. Can be upgrade by 100 iron ingots.",,
keyWood,blocks,Block,,Land Claim Block,,
keyWoodDesc,blocks,Block,,"A wood land claim block can be placed to give the area around it extra protection from other players in PVP. Can be upgrade by 500 stones.",,
ladderMetal,blocks,Block,,Metal Ladder,,
ladderMetalDesc,blocks,Block,,A metal ladder piece. Face a wall and place the ladder by using the secondary action.,,
ladderWood,blocks,Block,,Wooden Ladder,,
ladderWoodDesc,blocks,Block,,A wooden ladder piece. Face a wall and place the ladder by using the secondary action.,,
leadOre,blocks,Block,,Lead Ore,,
logCabinBlock,blocks,Block,,Log Cabin Wood Block,,
mattress,blocks,Block,,Mattress,,
mattressFlat,blocks,Block,,Mattress,,
mattressHalf,blocks,Block,,Mattress Half,,
metalRivetBlock,blocks,Block,,Riveted Metal Block,,
metalSignLetter_a,blocks,Block,,Metal Sign A,,
metalSignLetter_b,blocks,Block,,Metal Sign B,,
metalSignLetter_c,blocks,Block,,Metal Sign C,,
metalSignLetter_d,blocks,Block,,Metal Sign D,,
metalSignLetter_e,blocks,Block,,Metal Sign E,,
metalSignLetter_f,blocks,Block,,Metal Sign F,,
metalSignLetter_g,blocks,Block,,Metal Sign G,,
metalSignLetter_h,blocks,Block,,Metal Sign H,,
metalSignLetter_i,blocks,Block,,Metal Sign I,,
metalSignLetter_j,blocks,Block,,Metal Sign J,,
metalSignLetter_k,blocks,Block,,Metal Sign K,,
metalSignLetter_l,blocks,Block,,Metal Sign L,,
metalSignLetter_m,blocks,Block,,Metal Sign M,,
metalSignLetter_n,blocks,Block,,Metal Sign N,,
metalSignLetter_o,blocks,Block,,Metal Sign O,,
metalSignLetter_p,blocks,Block,,Metal Sign P,,
metalSignLetter_q,blocks,Block,,Metal Sign Q,,
metalSignLetter_r,blocks,Block,,Metal Sign R,,
metalSignLetter_s,blocks,Block,,Metal Sign S,,
metalSignLetter_t,blocks,Block,,Metal Sign T,,
metalSignLetter_u,blocks,Block,,Metal Sign U,,
metalSignLetter_v,blocks,Block,,Metal Sign V,,
metalSignLetter_w,blocks,Block,,Metal Sign W,,
metalSignLetter_x,blocks,Block,,Metal Sign X,,
metalSignLetter_y,blocks,Block,,Metal Sign Y,,
metalSignLetter_z,blocks,Block,,Metal Sign Z,,
metalTrussingBlock,blocks,Block,,Metal Trussing Block,,
metalTrussingBlockDesc,blocks,Block,,Metal trussing is quite sturdy and can be shot though.,,
mushroom01,blocks,Block,,Mushrooms,,
mushroom01Desc,blocks,Block,,Mushrooms can be safely eaten uncooked or used in several recipes at the campfire.,,
treeAzalea,blocks,Block,,Wood,,
officeChair01,blocks,Block,,Office Chair,,
oilBarrel,blocks,Block,,Gas Barrel,,
oilBarrelDesc,blocks,Block,,Gas barrels can be crafted into gas cans or shot and blown up for setting a trap. A barrel is worth 600 units of gas.,,
oldChair,blocks,Block,,Wooden Chair,,
painting01,blocks,Block,,Painting Landscape,,
painting02,blocks,Block,,Painting Lakehouse,,
pew_segment01,blocks,Block,,Pew Segment 1,,
pew_segment02,blocks,Block,,Pew Segment 2,,
pew_segment03,blocks,Block,,Pew Segment 3,,
redWoodBlock,blocks,Block,,Red Wood Block,,
plantedAloe3Harvest,blocks,Block,,Aloe Vera Plant,,
plantedAloe3HarvestDesc,blocks,Block,,The Aloe plant can be used to craft aloe cream.,,
plantedChrysanthemum3Harvest,blocks,Block,,Chrysanthemum Plant,,
